Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,ORIG_FID,ROUTENAME,GISID,ROUTECLASS,UNITNBR,UNITNAME,ROUTECAT,ROUTETYPE,SEGLNGTH,SHARE,Shape_Leng,ROADCLASS,NAME,Use,Road_Trail,ApprovedNa,Note,Status,gridcode,SBS,ENHANCED_L
0,30190,1,3289,4961,Buzzard Lagoon Rd,GIS0101518,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,2208,Public,844.33142838400,3,,,,,,,0,,Redwood/Douglas fir
0,30194,1,3290,4963,Eastside Residence Rd,GIS0104706,State Park Road,"416",Manresa SB,Service Rd,Native Material,289,Internal Use Only,109.99677810300,3,,,,,,,0,,Shrub
0,30195,1,3291,4963,Eastside Residence Rd,GIS0104706,State Park Road,"416",Manresa SB,Service Rd,Native Material,289,Internal Use Only,109.99677810300,3,,,,,,,0,,Shrub
0,30196,1,3292,4963,Eastside Residence Rd,GIS0104706,State Park Road,"416",Manresa SB,Service Rd,Native Material,289,Internal Use Only,109.99677810300,3,,,,,,,0,,Shrub
0,30207,1,3293,4966,unnamed,GIS0101844,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,708,Internal Use Only,270.35982514900,3,,,,,,,0,,Herbaceous
0,30208,1,3294,4966,unnamed,GIS0101844,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,708,Internal Use Only,270.35982514900,3,,,,,,,0,,Herbaceous
0,30209,1,3295,4966,unnamed,GIS0101844,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,708,Internal Use Only,270.35982514900,3,,,,,,,0,,Herbaceous
0,30210,1,3296,4966,unnamed,GIS0101844,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,708,Internal Use Only,270.35982514900,3,,,,,,,0,,Shrub
0,30424,1,3297,5001,Coast Daires farm rd with buffer,GIS0101679,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,1064,Public,406.60161633300,3,,,,,,,0,,Riparian Shrub
0,30425,1,3298,5001,Coast Daires farm rd with buffer,GIS0101679,State Park Road,"456",Wilder Ranch SP,Service Rd,Native Material,1064,Public,406.60161633300,3,,,,,,,0,,Herbaceous
0,30470,0,3299,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30471,0,3300,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30472,0,3301,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30473,0,3302,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30474,0,3303,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30475,0,3304,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30476,0,3305,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30477,0,3306,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30478,0,3307,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30479,0,3308,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30480,0,3309,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30481,0,3310,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30482,0,3311,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30483,0,3312,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30484,0,3313,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30485,0,3314,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30486,0,3315,5008,Pedro Mountain Trail,GIS0103928,State Park Road,"278",Montara SB,Service Rd,Native Material,0,Public,1540.46749666000,3,,,,,,,0,,
0,30624,1,3316,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Shrub
0,30625,1,3317,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30626,1,3318,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30627,1,3319,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30628,1,3320,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30629,1,3321,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30630,1,3322,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30631,1,3323,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30632,1,3324,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30633,1,3325,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30634,1,3326,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Evergreen Hardwood
0,30635,1,3327,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30636,1,3328,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30637,1,3329,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30638,1,3330,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30639,1,3331,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30640,1,3332,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30641,1,3333,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30642,1,3334,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30643,1,3335,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
0,30644,1,3336,5027,Aptos Creek Fire Rd,GIS0101571,State Park Road,"465",The Forest of Nisene Marks SP,Service Rd,Native Material,5008,Public,1914.41293066000,3,,,,,,,0,,Redwood/Douglas fir
1,30698,1,3337,5044,,,,,,,,0,,0.00000000000,3,HAUL ROAD,,,,,,4,High,Redwood/Douglas fir
1,30699,1,3338,5044,,,,,,,,0,,0.00000000000,3,HAUL ROAD,,,,,,4,High,Redwood/Douglas fir
1,30700,1,3339,5044,,,,,,,,0,,0.00000000000,3,HAUL ROAD,,,,,,3,Moderate,Redwood/Douglas fir
1,30701,1,3340,5044,,,,,,,,0,,0.00000000000,3,HAUL ROAD,,,,,,4,High,Redwood/Douglas fir
1,30702,1,3341,5044,,,,,,,,0,,0.00000000000,3,HAUL ROAD,,,,,,4,High,Redwood/Douglas fir
1,30703,1,3342,5044,,,,,,,,0,,0.00000000000,3,HAUL ROAD,,,,,,3,Moderate,Redwood/Douglas fir
1,30704,1,3343,5044,,,,,,,,0,,0.00000000000,3,HAUL ROAD,,,,,,3,Moderate,Redwood/Douglas fir
1,30705,1,3344,5044,,,,,,,,0,,0.00000000000,3,HAUL ROAD,,,,,,3,Moderate,Evergreen Hardwood
1,30706,1,3345,5044,,,,,,,,0,,0.00000000000,3,HAUL ROAD,,,,,,2,Low,Redwood/Douglas fir
0,30749,1,3346,5052,Skyline To The Sea Trail,GIS0060486,Local Road,"404",Castle Rock SP,Private Rd/Gated,Native Material,562,Public,215.45523907900,3,,,,,,,0,,Redwood/Douglas fir
0,30750,1,3347,5052,Skyline To The Sea Trail,GIS0060486,Local Road,"404",Castle Rock SP,Private Rd/Gated,Native Material,562,Public,215.45523907900,3,,,,,,,0,,Evergreen Hardwood
0,30751,1,3348,5052,Skyline To The Sea Trail,GIS0060486,Local Road,"404",Castle Rock SP,Private Rd/Gated,Native Material,562,Public,215.45523907900,3,,,,,,,0,,Evergreen Hardwood
0,30752,1,3349,5052,Skyline To The Sea Trail,GIS0060486,Local Road,"404",Castle Rock SP,Private Rd/Gated,Native Material,562,Public,215.45523907900,3,,,,,,,0,,Evergreen Hardwood
1,30876,1,3350,5068,Twin Redwoods,GIS0103012,State Park Road,"406",Big Basin Redwoods SP,Service Rd,Native Material,61,Public,23.13532120780,3,,,,,,,2,Low,Evergreen Hardwood
1,30877,1,3351,5068,Twin Redwoods,GIS0103012,State Park Road,"406",Big Basin Redwoods SP,Service Rd,Native Material,61,Public,23.13532120780,3,,,,,,,2,Low,Evergreen Hardwood
0,30891,0,3352,5073,beach access,GIS0105021,State Park Trail,"273",San Gregorio SB,Class II,Native Material,500,Public,191.91693793300,3,,,,,,,0,,
0,30892,0,3353,5073,beach access,GIS0105021,State Park Trail,"273",San Gregorio SB,Class II,Native Material,500,Public,191.91693793300,3,,,,,,,0,,
0,30893,0,3354,5073,beach access,GIS0105021,State Park Trail,"273",San Gregorio SB,Class II,Native Material,500,Public,191.91693793300,3,,,,,,,0,,
0,30902,1,3355,5075,,GIS0112802,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,237.23237829400,3,,,,,,,0,,Row Crop
0,30903,1,3356,5075,,GIS0112802,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,237.23237829400,3,,,,,,,0,,Row Crop
0,30904,1,3357,5075,,GIS0112802,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,237.23237829400,3,,,,,,,0,,Row Crop
0,30905,1,3358,5075,,GIS0112802,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,237.23237829400,3,,,,,,,0,,Row Crop
1,31183,0,3359,5108,Olmo Fire Road,GIS0068126,Local Road,"423",Butano SP,Primitive Rd,Native Material,1914,Public,937.05921665500,3,,,,,,,2,Low,
1,31184,0,3360,5108,Olmo Fire Road,GIS0068126,Local Road,"423",Butano SP,Primitive Rd,Native Material,1914,Public,937.05921665500,3,,,,,,,2,Low,
1,31185,0,3361,5108,Olmo Fire Road,GIS0068126,Local Road,"423",Butano SP,Primitive Rd,Native Material,1914,Public,937.05921665500,3,,,,,,,2,Low,
0,31186,0,3362,5109,Atkinson Bluff Trail,GIS0086095,State Park Trail,"222",Año Nuevo SP,,Native Material,1103,Public,421.89901625100,3,,,,,,,0,,
0,31187,0,3363,5109,Atkinson Bluff Trail,GIS0086095,State Park Trail,"222",Año Nuevo SP,,Native Material,1103,Public,421.89901625100,3,,,,,,,0,,
0,31188,0,3364,5109,Atkinson Bluff Trail,GIS0086095,State Park Trail,"222",Año Nuevo SP,,Native Material,1103,Public,421.89901625100,3,,,,,,,0,,
0,31189,0,3365,5109,Atkinson Bluff Trail,GIS0086095,State Park Trail,"222",Año Nuevo SP,,Native Material,1103,Public,421.89901625100,3,,,,,,,0,,
0,31190,0,3366,5109,Atkinson Bluff Trail,GIS0086095,State Park Trail,"222",Año Nuevo SP,,Native Material,1103,Public,421.89901625100,3,,,,,,,0,,
0,31191,0,3367,5109,Atkinson Bluff Trail,GIS0086095,State Park Trail,"222",Año Nuevo SP,,Native Material,1103,Public,421.89901625100,3,,,,,,,0,,
0,31240,1,3368,5118,Pipeline Rd,GIS0099376,State Park Road,"418",Henry Cowell Redwoods SP,Service Rd,Asphalt,519,Public,198.23230129200,3,,,,,,,0,,Redwood/Douglas fir
0,31241,1,3369,5118,Pipeline Rd,GIS0099376,State Park Road,"418",Henry Cowell Redwoods SP,Service Rd,Asphalt,519,Public,198.23230129200,3,,,,,,,0,,Redwood/Douglas fir
0,31242,1,3370,5118,Pipeline Rd,GIS0099376,State Park Road,"418",Henry Cowell Redwoods SP,Service Rd,Asphalt,519,Public,198.23230129200,3,,,,,,,0,,Redwood/Douglas fir
0,31243,0,3371,5119,Iverson Trl,GIS0104358,State Park Trail,"405",Portola Redwoods SP,Class II,Native Material,0,Public,452.13403578500,3,,,,,,,0,,
0,31244,0,3372,5119,Iverson Trl,GIS0104358,State Park Trail,"405",Portola Redwoods SP,Class II,Native Material,0,Public,452.13403578500,3,,,,,,,0,,
0,31245,0,3373,5119,Iverson Trl,GIS0104358,State Park Trail,"405",Portola Redwoods SP,Class II,Native Material,0,Public,452.13403578500,3,,,,,,,0,,
0,31246,0,3374,5119,Iverson Trl,GIS0104358,State Park Trail,"405",Portola Redwoods SP,Class II,Native Material,0,Public,452.13403578500,3,,,,,,,0,,
0,31247,0,3375,5119,Iverson Trl,GIS0104358,State Park Trail,"405",Portola Redwoods SP,Class II,Native Material,0,Public,452.13403578500,3,,,,,,,0,,
0,31248,0,3376,5119,Iverson Trl,GIS0104358,State Park Trail,"405",Portola Redwoods SP,Class II,Native Material,0,Public,452.13403578500,3,,,,,,,0,,
0,31277,1,3377,5125,,GIS0112859,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,1190.21761352000,3,,,,,,,0,,Row Crop
0,31278,1,3378,5125,,GIS0112859,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,1190.21761352000,3,,,,,,,0,,Row Crop
0,31279,1,3379,5125,,GIS0112859,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,1190.21761352000,3,,,,,,,0,,Row Crop
0,31280,1,3380,5125,,GIS0112859,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,1190.21761352000,3,,,,,,,0,,Row Crop
0,31281,1,3381,5125,,GIS0112859,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,1190.21761352000,3,,,,,,,0,,Row Crop
0,31282,1,3382,5125,,GIS0112859,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,1190.21761352000,3,,,,,,,0,,Row Crop
0,31283,1,3383,5125,,GIS0112859,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,1190.21761352000,3,,,,,,,0,,Row Crop
0,31284,1,3384,5125,,GIS0112859,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,1190.21761352000,3,,,,,,,0,,Herbaceous
0,31285,1,3385,5125,,GIS0112859,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,1190.21761352000,3,,,,,,,0,,Row Crop
0,31286,1,3386,5125,,GIS0112859,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,1190.21761352000,3,,,,,,,0,,Row Crop
0,31287,1,3387,5125,,GIS0112859,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,1190.21761352000,3,,,,,,,0,,Row Crop
0,31288,1,3388,5125,,GIS0112859,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,1190.21761352000,3,,,,,,,0,,Row Crop
0,31289,1,3389,5125,,GIS0112859,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,1190.21761352000,3,,,,,,,0,,Riparian Shrub
1,31423,0,3390,5149,Whitehouse Ridge Trail,GIS0086083,State Park Trail,"222",Año Nuevo SP,Class III,Native Material,2171,Public,807.41538510600,3,,,,,,,2,Low,
1,31424,0,3391,5149,Whitehouse Ridge Trail,GIS0086083,State Park Trail,"222",Año Nuevo SP,Class III,Native Material,2171,Public,807.41538510600,3,,,,,,,2,Low,
1,31425,0,3392,5149,Whitehouse Ridge Trail,GIS0086083,State Park Trail,"222",Año Nuevo SP,Class III,Native Material,2171,Public,807.41538510600,3,,,,,,,2,Low,
1,31426,0,3393,5149,Whitehouse Ridge Trail,GIS0086083,State Park Trail,"222",Año Nuevo SP,Class III,Native Material,2171,Public,807.41538510600,3,,,,,,,2,Low,
1,31427,0,3394,5149,Whitehouse Ridge Trail,GIS0086083,State Park Trail,"222",Año Nuevo SP,Class III,Native Material,2171,Public,807.41538510600,3,,,,,,,2,Low,
1,31428,0,3395,5149,Whitehouse Ridge Trail,GIS0086083,State Park Trail,"222",Año Nuevo SP,Class III,Native Material,2171,Public,807.41538510600,3,,,,,,,2,Low,
1,31429,0,3396,5149,Whitehouse Ridge Trail,GIS0086083,State Park Trail,"222",Año Nuevo SP,Class III,Native Material,2171,Public,807.41538510600,3,,,,,,,2,Low,
1,31430,0,3397,5149,Whitehouse Ridge Trail,GIS0086083,State Park Trail,"222",Año Nuevo SP,Class III,Native Material,2171,Public,807.41538510600,3,,,,,,,2,Low,
1,31431,1,3398,5149,Whitehouse Ridge Trail,GIS0086083,State Park Trail,"222",Año Nuevo SP,Class III,Native Material,2171,Public,807.41538510600,3,,,,,,,2,Low,Redwood/Douglas fir
1,31432,1,3399,5149,Whitehouse Ridge Trail,GIS0086083,State Park Trail,"222",Año Nuevo SP,Class III,Native Material,2171,Public,807.41538510600,3,,,,,,,2,Low,Redwood/Douglas fir
0,31459,0,3400,5157,Mill Ox Trail,GIS0102620,State Park Trail,"423",Butano SP,Class II,Native Material,1100,Public,421.26645955100,3,,,,,,,0,,
0,31460,0,3401,5157,Mill Ox Trail,GIS0102620,State Park Trail,"423",Butano SP,Class II,Native Material,1100,Public,421.26645955100,3,,,,,,,0,,
0,31461,0,3402,5157,Mill Ox Trail,GIS0102620,State Park Trail,"423",Butano SP,Class II,Native Material,1100,Public,421.26645955100,3,,,,,,,0,,
0,31462,0,3403,5157,Mill Ox Trail,GIS0102620,State Park Trail,"423",Butano SP,Class II,Native Material,1100,Public,421.26645955100,3,,,,,,,0,,
0,31463,0,3404,5157,Mill Ox Trail,GIS0102620,State Park Trail,"423",Butano SP,Class II,Native Material,1100,Public,421.26645955100,3,,,,,,,0,,
0,31464,0,3405,5157,Mill Ox Trail,GIS0102620,State Park Trail,"423",Butano SP,Class II,Native Material,1100,Public,421.26645955100,3,,,,,,,0,,
0,31469,1,3406,5160,,GIS0112821,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,288.88029144500,3,,,,,,,0,,Row Crop
0,31470,1,3407,5160,,GIS0112821,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,288.88029144500,3,,,,,,,0,,Row Crop
0,31471,1,3408,5160,,GIS0112821,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,288.88029144500,3,,,,,,,0,,Row Crop
0,31472,1,3409,5160,,GIS0112821,Local Road,"456",Wilder Ranch SP,Private Rd/No Gate,Native Material,0,,288.88029144500,3,,,,,,,0,,Row Crop
1,31475,1,3410,5162,Skyline To The Sea Trail Alternate,GIS0102998,State Park Trail,"406",Big Basin Redwoods SP,Class III,Native Material,2500,Public,957.28222013700,3,,,,,,,2,Low,Redwood/Douglas fir
1,31476,1,3411,5162,Skyline To The Sea Trail Alternate,GIS0102998,State Park Trail,"406",Big Basin Redwoods SP,Class III,Native Material,2500,Public,957.28222013700,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31477,1,3412,5162,Skyline To The Sea Trail Alternate,GIS0102998,State Park Trail,"406",Big Basin Redwoods SP,Class III,Native Material,2500,Public,957.28222013700,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31478,1,3413,5162,Skyline To The Sea Trail Alternate,GIS0102998,State Park Trail,"406",Big Basin Redwoods SP,Class III,Native Material,2500,Public,957.28222013700,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31479,1,3414,5162,Skyline To The Sea Trail Alternate,GIS0102998,State Park Trail,"406",Big Basin Redwoods SP,Class III,Native Material,2500,Public,957.28222013700,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31480,1,3415,5162,Skyline To The Sea Trail Alternate,GIS0102998,State Park Trail,"406",Big Basin Redwoods SP,Class III,Native Material,2500,Public,957.28222013700,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31481,1,3416,5162,Skyline To The Sea Trail Alternate,GIS0102998,State Park Trail,"406",Big Basin Redwoods SP,Class III,Native Material,2500,Public,957.28222013700,3,,,,,,,2,Low,Redwood/Douglas fir
1,31482,1,3417,5162,Skyline To The Sea Trail Alternate,GIS0102998,State Park Trail,"406",Big Basin Redwoods SP,Class III,Native Material,2500,Public,957.28222013700,3,,,,,,,2,Low,Redwood/Douglas fir
1,31483,1,3418,5162,Skyline To The Sea Trail Alternate,GIS0102998,State Park Trail,"406",Big Basin Redwoods SP,Class III,Native Material,2500,Public,957.28222013700,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31484,1,3419,5162,Skyline To The Sea Trail Alternate,GIS0102998,State Park Trail,"406",Big Basin Redwoods SP,Class III,Native Material,2500,Public,957.28222013700,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31485,1,3420,5162,Skyline To The Sea Trail Alternate,GIS0102998,State Park Trail,"406",Big Basin Redwoods SP,Class III,Native Material,2500,Public,957.28222013700,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31492,1,3421,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Pine/Cypress
1,31493,1,3422,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Evergreen Hardwood
1,31494,1,3423,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31495,1,3424,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31496,1,3425,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31497,1,3426,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31498,1,3427,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,4,High,Redwood/Douglas fir
1,31499,1,3428,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,4,High,Redwood/Douglas fir
1,31500,1,3429,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,4,High,Redwood/Douglas fir
1,31501,1,3430,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31502,1,3431,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31503,1,3432,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31504,1,3433,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31505,1,3434,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31506,1,3435,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,4,High,Redwood/Douglas fir
1,31507,1,3436,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31508,1,3437,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Shrub
1,31509,1,3438,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Redwood/Douglas fir
1,31510,1,3439,5164,Howard King Trail,GIS0102772,State Park Trail,"406",Big Basin Redwoods SP,Class II,Native Material,10711,Public,4100.16261007000,3,,,,,,,3,Moderate,Redwood/Douglas fir
